ArticleId,content,category,clean_content
1133,profits jump at china s top bank industrial and commercial bank (icbc)  china s biggest lender  has seen an 18% jump in profits during 2004.  the increase in earnings has allowed the firm to write off bad loans and pave the way for a state bailout and eventual stock-market listing. china is trying to clean up its banking system  which is weighed down by billions of dollars of unpaid loans. it has already pumped $45bn (£24bn) into two of its largest banks  and has identified icbc as a recipient of aid. icbc s profits were 74.7bn yuan ($9bn; £4.8bn) in 2004  the bank said in a statement. the percentage of non-performing loans dropped to 19.1%  down about 2 percentage points. icbc was founded in 1984 and had total assets of 5.3 trillion yuan at the end of 2003. china committed to gradually opening up its banking sector when it joined the world trade organisation in 2002.,business,profit jump china top bank industrial commercial bank icbc china big lender see jump profit increase earning allow firm write bad loan pave way state bailout eventual stock market listing china try clean banking system weigh billion dollar unpaid loan already pump two large bank identify icbc recipient aid icbc profit yuan bank say statement percentage non performing loan drop percentage point icbc found total asset trillion yuan end china commit gradually open banking sector join world trade organisation
1844,ministers deny care sums  wrong  ministers have insisted they are committed to free personal care for the elderly despite research suggesting the cost of the policy was under-estimated.  a report by the fraser of allander institute says the decision to push ahead with the flagship policy was based on flawed research. deputy health minister rhona brankin has pledged to study the research. snp holyrood leader nicola sturgeon said the public needed reassurance that the care programme was secure.  the rise in costs stems from a series of mistakes in the research used by the  care development group  of scottish executive experts who prepared the original costings  according to findings published in the quarterly economic commentary of strathclyde university s fraser of allander institute.  dubious  assumptions about improving health expectancy could drive the cost of the policy up by another £130m by 2022  the report warned.  it was carried out by husband and wife economist team jim and margaret cuthbert. but ms brankin told bbc radio scotland:  we don t think we got our sums wrong.  obviously we will examine the findings of this new report  along with figures from our own research that we have already commissioned.  we will look in great detail at any contribution to this  because we need to be sure we can provide free personal care and nursing care for our older people into the future.  and we are absolutely committed to doing that.   but the scottish national party called on ministers to reassure people that enough funding is in place to support the free personal care policy. ms sturgeon said that while she had no reason to doubt the executive s support for the policy  there were questions which needed to be answered and  if necessary  sums redone. she said:  serious concerns have been raised and there are questions which need to be answered by the scottish executive.  we need to know that the money is there  not just for this year or next year  but into the future so that older people  and those who are looking forward to older age  can rest assured that their personal care needs will be met.,politics,minister deny care sum wrong minister insist commit free personal care elderly despite research suggest cost policy estimate report fraser allander institute say decision push ahead flagship policy base flawed research deputy health minister rhona brankin pledge study research snp holyrood leader nicola sturgeon say public need reassurance care programme secure rise cost stem series mistake research use care development group scottish executive expert prepare original costing accord finding publish quarterly economic commentary strathclyde university fraser allander institute dubious assumption improve health expectancy could drive cost policy another report warn carry husband wife economist team jim margaret cuthbert ms brankin tell bbc radio scotland think get sum wrong obviously examine finding new report along figure research already commission look great detail contribution need sure provide free personal care nursing care old people future absolutely committed scottish national party call minister reassure people enough funding place support free personal care policy ms sturgeon say reason doubt executive support policy question need answer necessary sum redone say serious concern raise question need answer scottish executive need know money year next year future old people look forward old age rest assure personal care need meet
1249,o sullivan quick to hail italians ireland coach eddie o sullivan heaped praise on italy after seeing his side stutter to a 28-17 victory in rome.   it was a hell of a tough game   said o sullivan.  we struggled in the first half because we hadn t the football.  italy played really well. they handled the ball well in terms of kicking it  if that s not an oxymoron.  we said before the game that it might take until 10 minutes from the end for this game to be won  and that s how it turned out.  ireland struggled to cope with italy s fierce start and were indebted to skipper brian o driscoll  who set up tries for geordan murphy and peter stringer.  we had our first attack in the italian half after 22 minutes   said o sullivan.  we had a good return  with three first-half possessions in their half and we scored twice.  the second half was about spending more time in their half.  scrum-half peter stringer was also glad that ireland escaped wtih a victory.  all credit to them   he told bbc sport.  we knew it would be tough coming to rome. they always give us a tough game here and they showed a lot of spirit.  they had a lot of ball in the first half but we got a few scores when we got into their 22.,sport,sullivan quick hail italians ireland coach eddie sullivan heap praise italy see side stutter victory rome hell tough game say sullivan struggle first half football italy play really well handle ball well term kick oxymoron say game might take minute end game turn ireland struggle cope italy fierce start indebted skipper brian driscoll set try geordan murphy peter stringer first attack italian half minute say sullivan good return three first half possession half score twice second half spend time half scrum half peter stringer also glad ireland escape wtih victory credit tell bbc sport know would tough come rome always give we tough game show lot spirit lot ball first half get score get
1515,apple laptop is  greatest gadget  the apple powerbook 100 has been chosen as the greatest gadget of all time  by us magazine mobile pc.  the 1991 laptop was chosen because it was one of the first  lightweight  portable computers and helped define the layout of all future notebook pcs. the magazine has compiled an all-time top 100 list of gadgets  which includes the sony walkman at number three and the 1956 zenith remote control at two. gadgets needed moving parts and/or electronics to warrant inclusion. the magazine staff compiled the list and specified that gadgets also needed to be a  self-contained apparatus that can be used on its own  not a subset of another device .   in general we included only items that were potentially mobile   said the magazine.   in the end  we tried to get to the heart of what really makes a gadget a gadget   it concluded. the oldest  gadget  in the top 100 is the abacus  which the magazine dates at 190 a.d.  and put in 60th place. other pre-electronic gadgets in the top 100 include the sextant from 1731 (59th position)  the marine chronometer from 1761 (42nd position) and the kodak brownie camera from 1900 (28th position). the tivo personal video recorder is the newest device to make the top 10  which also includes the first flash mp3 player (diamond multimedia)  as well as the first  successful  digital camera (casio qv-10) and mobile phone (motorola startac). the most popular gadget of the moment  the apple ipod  is at number 12 in the list while the first sony transistor radio is at number 13.  sony s third entry in the top 20 is the cdp-101 cd player from 1983.  who can forget the crystalline  hiss-free blast of madonna s like a virgin emanating from their first cd player   asked the magazine. karl elsener s knife  the swiss army knife from 1891  is at number 20 in the list. gadgets which could be said to feature surprisingly low down in the list include the original telephone (23rd)  the nintendo gameboy (25th)  and the pulsar quartz digital watch (36th). the list also contains plenty of oddities: the pez sweet dispenser (98th)  1990s toy tamagotchi (86th) and the bizarre ronco inside the shell egg scrambler (84th).  almost everyone has a mobile phone  how many people own a powerbook  or an ipod  the findings of this magazine are not very convincing.  what about the magnetic compass  we still use it 1 000 years after it was invented.  i am amazed by the obsession with individual gadgets rather than genre. for example the sony walkman was the first truly portable way of listening to your own music on the move whereas minidisc  flash mp3  portable cd players etc. are really just improvements in technology.  my favourite  true  gadgets are probably my portable minidisc player and the little battery powered whizzy thing i use to froth up my coffee!  calm down it s only in their opinion  and any list that includes the taser in the top 100 gadgets has to be suspect....  swiss army knife and no question about it. how many of the other items are still relatively unchanged from the original idea and still as useful/popular  you don t need a laptop or even a pocket calculator to work that one out!  this list merely illustrates interesting cultural divides between the american authors and the overwhelmingly british responses. brits see no further than mobile phones and the over thirties sinclair; whilst the americans focus on apple  tv remotes and tivo (which probably is rather obscure in europe).  what about the soda stream. this gadget changed my pre-teen life. lap tops may enable you to  think different  but you cant use them to  get busy with the fizzy   how about astro wars  one of the pioneers for computer games  i remember spending many an hour playing this and it still works today! however tried it the other day and it was rubbish  still a great gadget of its time.  why worry about mobile phones. soon they will be subsumed into the pda s / laptops etc.  what about the marine chronometer  completely revolutionised navigation for boats and was in use for centuries. for it s time  a technological marvel!  sony net minidisc! it paved the way for more mp3 player to explode onto the market. i always used my netmd  and could not go anywhere without it.  a laptop computer is not a gadget! it s a working tool!  the sinclair executive was the world s first pocket calculator. i think this should be there as well.  how about the clockwork radio  or gps  or a pocket calculator  all these things are useful to real people  not just pc magazine editors.  are the people who created this list insane   surely the most important gadget of the modern age is the mobile phone  it has revolutionised communication  which is more than can be said for a niche market laptop. from outside the modern age  the marine chronometer is the single most important gadget  without which modern transportation systems would not have evolved so quickly.  has everyone forgot about the breville pie maker    an interesting list. of the electronic gadgets  thousands of journalists in the early 1980s blessed the original noteboook pc - the tandy 100. the size of a4 paper and light  three weeks on a set of batteries  an excellent keyboard  a modem. a pity tandy did not make it dos compatible.  what s an apple powerbook 100   it s out of date - not much of a  gadget . surely it has to be something simple / timeless - the tin opener  swiss army knife  safety razor blade  wristwatch or the thing for taking stones out of horses hooves    it has to be the mobile phone. no other single device has had such an effect on our way of living in such a short space of time.  the ball point pen has got to be one of the most used and common gadgets ever. also many might be grateful for the pocket calculator which was a great improvement over the slide rule.  the casio pocket calculator that played a simple game and made tinny noises was also a hot gadget in 1980. a true gadget  it could be carried around and shown off.  all top 10 are electronic toys  so the list is probably a better reflection of the current high-tech obsession than anything else. i say this as the swiss army knife only made no 20.  sinclair ql a machine far ahead of its time. the first home machine with a true multi-takings os. shame the marketing was so bad!!!  apple.. a triumph of fashion over... well everything else.  utter rubbish. yes  the apple laptop and sony walkman are classic gadgets. but to call the sextant and the marine chronometer  gadgets  and rank them as less important than a tv remote control reveals a quite shocking lack of historical perspective. the former literally helped change the world by vastly improving navigation at see. the latter is the seed around which the couch potato culture has developed. no competition.  i d also put apple s newton and the first palm pilot there as the front runners for portable computing  and possibly the toshiba libretto for the same reason. i only wish that vulcan inc s flipstart wasn t just vapourware otherwise it would be at the top.  how did a laptop ever manage to beat off the challenge of the wristwatch or the telephone (mobile or otherwise)  what about radios and tvs   the swiss army knife. by far the most useful gadget. i got mine 12 years ago. still wearing and using it a lot! it stood the test of time.  psion organiser series 3  should be up there. had a usable qwerty keyboard  removable storage  good set of apps and programmable. case design was good (batteries in the hinge - a first  i think). great product innovation.  the first mobile pc was voted best gadget by readers of...err... mobile pc ! why do you keep putting these obviously biased lists on your site  it s obviously the mobile phone or remote control  and readers of a less partisan publication would tell you that.  the motorola startac should be number one. why  there will be mobile phones long after notebook computers and other gadgets are either gone or integrated in communications devices.  the psion series 3c! the first most practical way to carry all your info around...  i too would back the sinclair spectrum - without this little beauty i would never have moved into the world of it and earn the living that i do now.  i d have put the mobile phone high up the list. probably a nokia model.  sinclair spectrum - 16k. it plugged into the tv. games were rubbish but it gave me a taste for programming and that s what i do for a living now.  i wish more modern notebooks -- even apple s newest offerings -- were more like the pb100. particularly disheartening is the demise of the trackball  which has given way to the largely useless  trackpad  which every notebook on the market today uses. they re invariably inaccurate  uncomfortable  and cumbersome to use.  congratulations to apple  a deserved win!,tech,apple laptop great gadget apple powerbook choose great gadget time us magazine mobile pc laptop choose one first lightweight portable computer help define layout future notebook pc magazine compile time top list gadget include sony walkman number three zenith remote control two gadget need move part andor electronic warrant inclusion magazine staff compile list specify gadget also need self contain apparatus use subset another device general include item potentially mobile say magazine end try get heart really make gadget gadget conclude old gadget top abacus magazine date put place pre electronic gadget top include sextant position marine chronometer position kodak brownie camera position tivo personal video recorder new device make top also include first flash player diamond multimedia well first successful digital camera casio mobile phone motorola startac popular gadget moment apple ipod number list first sony transistor radio number sony third entry top cd player forget crystalline hiss free blast madonna like virgin emanating first cd player ask magazine karl elsener knife swiss army knife number list gadget could say feature surprisingly low list include original telephone nintendo gameboy pulsar quartz digital watch list also contain plenty oddity pez sweet dispenser toy tamagotchi bizarre ronco inside shell egg scrambler almost everyone mobile phone many people powerbook ipod finding magazine convincing magnetic compass still use year invent amazed obsession individual gadget rather genre example sony walkman first truly portable way listen music move whereas minidisc flash portable cd player etc really improvement technology favourite true gadget probably portable minidisc player little battery power whizzy thing use froth coffee calm opinion list include taser top gadget suspect swiss army knife question many item still relatively unchanged original idea still usefulpopular need laptop even pocket calculator work one list merely illustrate interesting cultural divide american author overwhelmingly british response brit see mobile phone thirty sinclair whilst americans focus apple tv remote tivo probably rather obscure europe soda stream gadget change pre teen life lap top may enable think different can not use get busy fizzy astro war one pioneer computer game remember spend many hour play still work today however try day rubbish still great gadget time worry mobile phone soon subsume pda laptop etc marine chronometer completely revolutionise navigation boat use century time technological marvel sony net minidisc pave way player explode onto market always use netmd could go anywhere without laptop computer gadget work tool sinclair executive world first pocket calculator think well clockwork radio gps pocket calculator thing useful real people pc magazine editor people create list insane surely important gadget modern age mobile phone revolutionise communication say niche market laptop outside modern age marine chronometer single important gadget without modern transportation system would evolve quickly everyone forget breville pie maker interesting list electronic gadget thousand journalist early bless original noteboook pc tandy size paper light three week set battery excellent keyboard modem pity tandy make do compatible apple powerbook date much gadget surely something simple timeless tin opener swiss army knife safety razor blade wristwatch thing take stone horse hoof mobile phone single device effect way live short space time ball point pen get one used common gadget ever also many might grateful pocket calculator great improvement slide rule casio pocket calculator play simple game make tinny noise also hot gadget true gadget could carry around show top electronic toy list probably well reflection current high tech obsession anything else say swiss army knife make sinclair ql machine far ahead time first home machine true multi taking os shame marketing bad apple triumph fashion well everything else utter rubbish yes apple laptop sony walkman classic gadget call sextant marine chronometer gadget rank less important tv remote control reveal quite shocking lack historical perspective former literally help change world vastly improve navigation see latter seed around couch potato culture develop competition also put apple newton first palm pilot front runner portable computing possibly toshiba libretto reason wish vulcan inc flipstart vapourware otherwise would top laptop ever manage beat challenge wristwatch telephone mobile otherwise radio tv swiss army knife far useful gadget get mine year ago still wear use lot stand test time psion organiser series usable qwerty keyboard removable storage good set app programmable case design good battery hinge first think great product innovation first mobile pc vote good gadget reader err mobile pc keep put obviously bias list site obviously mobile phone remote control reader less partisan publication would tell motorola startac number one mobile phone long notebook computer gadget either go integrate communication device psion series first practical way carry info around would back sinclair spectrum without little beauty would never move world earn living put mobile phone high list probably nokia model sinclair spectrum plug tv game rubbish give taste programming living wish modern notebook even apple new offering like particularly dishearten demise trackball give way largely useless trackpad every notebook market today use invariably inaccurate uncomfortable cumbersome use congratulation apple deserved win
1425,can smith work scottish wonders  the worst kept secret in scottish football was revealed on thursday when walter smith was named as the new national manager.  from the moment berti vogts  miserable tenure in charge of scotland ended  the former rangers and everton boss has been the overwhelming favourite for the post. but is smith the man for what must be one of the hardest jobs in football  the 56-year-old takes over at a time when the national side is in the doldrums. scotland have not reached a major finals since the world cup in 1998 and reaching germany 2006 looks near impossible  having picked up just two points from the opening three games in the qualifying race. and the fifa rankings see scotland listed at an all time low of 77th  below the likes of estonia  ghana  angola and thailand. scotland are not blessed with quality players with experience at the top level  so smith will have to get the best out of meagre resources. smith s track record make impressive reading and he is widely respected within the game. the man who was alex ferguson s assistant when scotland played at the 1986 world cup won seven league titles with rangers. and his appointment has been widely endorsed by many of the games  top names  including ferguson and graeme souness  who took him to ibrox as his assistant in 1986. characters like souness  ferguson and current ibrox manager alex mcleish all cite smith s experience and his expansive knowledge of the scottish game.  much was made of vogts  inability to express himself to the players and media. that will certainly not be the case with smith. the former dundee united and dumbarton full-back is from the managerial old school - straight talking and never slow to let players know when he expects better (often with the use of some colourful invective). but it should be remembered vogts came to scotland with an impressive curriculum vitae - a world cup winner as a player and a european championships winner as a manager. smith will inherit the same problems vogts had - a callow squad of players with no exceptional talents. and it remains to be seen if smith will experience the rash of call-offs that blighted so much of vogts  preparation work. a fresh start for the scottish national team was imperative and smith is widely regarded as a safe pair of hands. but will a safe pair of hands be enough when the adroit hands of a magician might be required...,sport,smith work scottish wonder bad keep secret scottish football reveal thursday walter smith name new national manager moment berti vogt miserable tenure charge scotland end former ranger everton boss overwhelming favourite post smith man must one hard job football year old take time national side doldrums scotland reach major final since world cup reach germany look near impossible pick two point opening three game qualifying race fifa ranking see scotland list time low like estonia ghana angola thailand scotland bless quality player experience top level smith get good meagre resource smith track record make impressive reading widely respect within game man alex ferguson assistant scotland play world cup seven league title ranger appointment widely endorse many game top name include ferguson graeme souness take ibrox assistant character like souness ferguson current ibrox manager alex mcleish cite smith experience expansive knowledge scottish game much make vogts inability express player medium certainly case smith former dundee united dumbarton full back managerial old school straight talking never slow let player know expect well often use colourful invective remember vogts come scotland impressive curriculum vitae world cup winner player european championship winner manager smith inherit problem vogts callow squad player exceptional talent remain see smith experience rash call off blight much vogts preparation work fresh start scottish national team imperative smith widely regard safe pair hand safe pair hand enough adroit hand magician might require
2061,wenger dejected as arsenal slump arsenal manager arsene wenger claimed their display in the 3-1 defeat against bayern munich was  our worst peformance in the champions league .  kolo toure s late goal gives the gunners hope for the second leg  but wenger said:  the only positive is that we are still in the tie.  the players are really down in the dressing-room. i feel we really turned in a bad performance.  at 3-0 we faced a real struggle  but 3-1 at least gives us a chance.   goalscorer toure was also at fault for two goals  and wenger said:  we need to help toure rebuild his confidence as he is low at the moment.  wenger also tried to stay upbeat himself  adding:  but there is enough time for crying. i could cry - maybe it would be easier - but life goes on.  in this job  you have good and bad nights. this was a bad night - but i still have confidence in the quality of my players  as well as their spirit and desire.  but wenger s bayern counterpart felix magath was in no mood to celebrate either. he said:  i am far from happy despite the win. my players failed to try and score a fourth to kill the tie and then conceded the late goal.   arsenal are fully capable of scoring several goals against us on their own turf.  arsenal keeper jens lehmann  whose personal rivalry with bayern goalkeeper oliver kahn was not helped by the result  said:  do i blame myself for the third goal  as a goalkeeper  i always blame myself.  i just know the goals were very easy against us. in my time here  we have never conceded three easy goals like that - but sometimes it happens.  it would have been impossible to go through at 3-0 - but with the goal we have chances. everything is now possible.,sport,wenger deject arsenal slump arsenal manager arsene wenger claim display defeat bayern munich bad peformance champion league kolo toure late goal give gunner hope second leg wenger say positive still tie player really dressing room feel really turn bad performance face real struggle least give we chance goalscorer toure also fault two goal wenger say need help toure rebuild confidence low moment wenger also try stay upbeat add enough time cry could cry maybe would easy life go job good bad night bad night still confidence quality player well spirit desire wenger bayern counterpart felix magath mood celebrate either say far happy despite win player fail try score fourth kill tie concede late goal arsenal fully capable score several goal we turf arsenal keeper jens lehmann whose personal rivalry bayern goalkeeper oliver kahn help result say blame third goal goalkeeper always blame know goal easy we time never concede three easy goal like sometimes happen would impossible go goal chance everything possible
39,debate needed  on donations cap a cap on donations to political parties should not be introduced yet  the elections watchdog has said.  fears that big donors can buy political favours have sparked calls for a limit. in a new report  the electoral commission says it is worth debating a £10 000 cap for the future but now is not the right time to introduce it. it also says there should be more state funding for political parties and candidates should be able to spend more on election campaigning.  there were almost £68m in reported donations to political parties in 2001  2002 and 2003  with nearly £12m of them from individual gifts worth more than £1m. the rules have already been changed so the public can see who gives how much to the parties but the report says there are still public suspicions. the commission says capping donations would mean taxpayers giving parties more cash - something which would first have to be acceptable to the public and shown to work.  while we are not in principle opposed to the introduction of a donation cap  we do not believe that such a major departure from the existing system now would be sensible   says its report. if there was to be a cap  it should be £10 000 - a small enough amount to make a difference but which would have banned £56m in donations between 2001 and 2003.  even without changes the commission does urge political parties to seek out more small-scale donations and suggests there should be income tax relief for gifts under £200. it also suggests increasing state funding for parties to £3m so help can be extended to all parties with at least two members in the house of commons  european parliament  scottish parliament  welsh assembly or northern ireland assembly. and it suggests new ways of boosting election campaigning  seen as a way of improving voter turnout. all local election candidates should be entitled to a free mailshot for campaign leaflets  says the watchdog. and there should be a shift in the amount of money allowed to be spent at elections from a national level to a local level to help politicians engage better with voters.  the report suggests doubling the money which can be spent by candidates  while cutting national spending limits from £20m to £15m. the commission also says the spending limits for general elections should cover the four months before the poll - as happens with other elections. electoral commission chairman sam younger said:  there is no doubt that political parties have a vital role to play in maintaining the health of our democracy and for this they need to be adequately resourced.  our research has shown that people want to be more informed about party politics and that they want politicians to be more visible and accessible.  the public are reluctant for the state to fund parties but at the same time are unhappy with large private donations.  he called for a wider public debate on party funding to find the consensus needed for radical changes to the current system.,politics,debate need donation cap cap donation political party introduce yet election watchdog say fear big donor buy political favour spark call limit new report electoral commission say worth debate cap future right time introduce also say state funding political party candidate able spend election campaigning almost report donation political party nearly individual gift worth rule already change public see give much party report say still public suspicion commission say cap donation would mean taxpayer give party cash something would first acceptable public show work principle oppose introduction donation cap believe major departure exist system would sensible say report cap small enough amount make difference would ban donation even without change commission urge political party seek small scale donation suggest income tax relief gift also suggest increase state funding party help extend party least two member house commons european parliament scottish parliament welsh assembly northern ireland assembly suggest new way boost election campaigning see way improve voter turnout local election candidate entitle free mailshot campaign leaflet say watchdog shift amount money allow spend election national level local level help politician engage well voter report suggest double money spend candidate cut national spending limit commission also say spending limit general election cover four month poll happen election electoral commission chairman sam younger say doubt political party vital role play maintain health democracy need adequately resource research show people want informed party politic want politician visible accessible public reluctant state fund party time unhappy large private donation call wide public debate party funding find consensus need radical change current system
1091,smart search lets art fans browse if you don t know art but know what you like  new search technology could prove a useful gateway to painting.  artgarden  developed by bt s research unit  is being tested by the tate as a new way of browsing its online collection of paintings. rather than search by the name of an artist or painting  users are shown a selection of pictures. clicking on their favourite will change the gallery in front of them to a selection of similar works.  the technology uses a system dubbed smart serendipity  which is a combination of artificial intelligence and random selection. it  chooses  a selection of pictures  by scoring paintings based on a selection of keywords associated with them. so  for instance a whistler painting of a bridge may have the obvious keywords such as bridge and whistler associated to it but will also widen the search net with terms such as aesthetic movement  19th century and water. a variety of paintings will then be shown to the user  based partly on the keywords and partly on luck.  it is much more akin to wandering through the gallery   said jemima rellie  head of the tate s digital programme. for richard tateson  who worked on the artgarden project  the need for a new way to search grew out of personal frustration.  i went to an online clothes store to find something to buy my wife for christmas but i didn t have a clue what i wanted   he said. the text-based search was restricted to looking either by type of garment or designer  neither of which he found helpful. he ended up doing his present shopping on the high street instead.  he thinks the dominance of text-based searching is not necessarily appealing to the majority of online shoppers. similarly  with art  browsing is often more important than finding a particular object.  you don t arrive at tate britain and tell people what you want to see. one of the skills of showing off the collection is to introduce people to things they wouldn t have asked for   he said. the tate is committed to making its art more accessible and technology such as artgarden can help with that  said ms rellie. she hopes the technology can be incorporated on to the website in the near future. bt research is looking at extending the technology to other searching  such as for music and films.,tech,smart search let art fan browse know art know like new search technology could prove useful gateway painting artgarden develop bt research unit test tate new way browse online collection painting rather search name artist paint user show selection picture click favourite change gallery front selection similar work technology use system dub smart serendipity combination artificial intelligence random selection choose selection picture score painting base selection keyword associate instance whistler painting bridge may obvious keyword bridge whistler associate also widen search net term aesthetic movement century water variety painting show user base partly keyword partly luck much akin wander gallery say jemima rellie head tate digital programme richard tateson work artgarden project need new way search grow personal frustration go online clothe store find something buy wife christmas clue want say text base search restrict look either type garment designer neither find helpful end present shopping high street instead think dominance text base searching necessarily appeal majority online shopper similarly art browse often important find particular object arrive tate britain tell people want see one skill show collection introduce people thing ask say tate commit make art accessible technology artgarden help say ms rellie hope technology incorporate website near future bt research look extend technology search music film
865,uk gets official virus alert site a rapid alerting service that tells home computer users about serious internet security problems is being launched by the uk government.  the service  it safe  will issue warnings about damaging viruses  software vulnerabilities and weaknesses on devices such as mobile phones. alerts tell people how the threats affect them and what they can do to avoid trouble and protect themselves. the service will be free and those who sign up can get e-mail or text alerts. the scheme is aimed at home users and small businesses. the government estimates it will issue security alerts about six to 10 times a year  based on previous experience of virus outbreaks.  there is a clear need for easy-to-understand and simple independent advice for non-technically minded people who use computers either at home or at work   said home office minister hazel blears.  the purpose of this new government service is to ensure computer users are aware of the risks involved and how to deal with them easily and effectively without causing alarm.  those signing up will only be told about the most serious security threats that have the potential to affect millions of people.  full-time staff are being employed to comb through the many hundreds of alerts issued each year by computer security firms to spot which ones have the potential to catch out a large number of people between alerts the service will occasionally send messages giving people advice about safe ways to use their computers and phones.  it safe will take our technical expertise and use it to help home users understand the risks and keep their computer systems  mobile phones and a range of related consumer electronic items  safe   said roger cumming  director of the national infrastructure security coordination centre (niscc).  the niscc  which is running the service  also stressed that those signing up would still need to use anti-virus software  firewalls  and software updates to stay secure. warnings about security problems will tell people what the problem is  how it affects them and what they can do to avoid trouble. alerts will not be issued unless users can do something to protect themselves against the threat. this might include downloading an update from an anti-virus vendor or updating software to close loopholes and fix vulnerabilities. however no software patches or programs will actually be dispensed through the site. the alerts will tell people how to go about getting hold of patches from security firms. the niscc spokesman said the site and alerting service would stay in existence for as long as there were security bugs on home computers and other gadgets.  government statistics show that more than half of all uk households own a home computer. it was estimated that almost 13 million of these were able to access the internet in 2004. the launch comes as the number of viruses and other malicious programs in existence is reaching unprecedented numbers. in september 2004  the number of malicious programs circulating topped the 100 000 mark. some fear that this figure could hit 150 000 by september 2005. the creation of the national alert service follows similar efforts in the netherlands and us. the national alerting service for the netherlands (aka de waarschuwingsdienst) and the us national cyber alerting service also tell citizens of serious security threats.,tech,uk get official virus alert site rapid alert service tell home computer user serious internet security problem launch uk government service safe issue warning damage virus software vulnerability weakness device mobile phone alert tell people threat affect avoid trouble protect service free sign get e mail text alert scheme aim home user small business government estimate issue security alert six time year base previous experience virus outbreak clear need easy understand simple independent advice non technically minded people use computer either home work say home office minister hazel blear purpose new government service ensure computer user aware risk involve deal easily effectively without cause alarm sign tell serious security threat potential affect million people full time staff employ comb many hundred alert issue year computer security firm spot one potential catch large number people alert service occasionally send message give people advice safe way use computer phone safe take technical expertise use help home user understand risk keep computer system mobile phone range related consumer electronic item safe say roger cumme director national infrastructure security coordination centre niscc niscc run service also stress signing would still need use anti virus software firewall software update stay secure warning security problem tell people problem affect avoid trouble alert issue unless user something protect threat might include download update anti virus vendor update software close loophole fix vulnerability however software patch program actually dispense site alert tell people go get hold patch security firm niscc spokesman say site alert service would stay existence long security bug home computer gadget government statistic show half uk household home computer estimate almost million able access internet launch come number virus malicious program existence reach unprecedented number september number malicious program circulate top mark fear figure could hit september creation national alert service follow similar effort netherlands we national alert service netherlands aka de waarschuwingsdienst us national cyber alert service also tell citizen serious security threat
634,gallery unveils interactive tree a christmas tree that can receive text messages has been unveiled at london s tate britain art gallery.  the spruce has an antenna which can receive bluetooth texts sent by visitors to the tate. the messages will be  unwrapped  by sculptor richard wentworth  who is responsible for decorating the tree with broken plates and light bulbs. it is the 17th year that the gallery has invited an artist to dress their christmas tree. artists who have decorated the tate tree in previous years include tracey emin in 2002.  the plain green norway spruce is displayed in the gallery s foyer. its light bulb adornments are dimmed  ordinary domestic ones joined together with string. the plates decorating the branches will be auctioned off for the children s charity artworks. wentworth worked as an assistant to sculptor henry moore in the late 1960s. his reputation as a sculptor grew in the 1980s  while he has been one of the most influential teachers during the last two decades. wentworth is also known for his photography of mundane  everyday subjects such as a cigarette packet jammed under the wonky leg of a table.,entertainment,gallery unveil interactive tree christmas tree receive text message unveil london tate britain art gallery spruce antenna receive bluetooth text send visitor tate message unwrapped sculptor richard wentworth responsible decorate tree broken plate light bulb year gallery invite artist dress christmas tree artist decorate tate tree previous year include tracey emin plain green norway spruce display gallery foyer light bulb adornment dim ordinary domestic one join together string plate decorate branch auction child charity artwork wentworth work assistant sculptor henry moore late reputation sculptor grow one influential teacher last two decade wentworth also know photography mundane everyday subject cigarette packet jam wonky leg table
